question,summary_answer,difficulty,text,id
how to evaluate AI systems effectively,"The chapter emphasizes the importance of setting up an evaluation pipeline that distinguishes between good and bad outcomes, outlining the evaluation of all system components for effective assessment.",beginner,"Design Your Evaluation Pipeline
The success of an AI application often hinges on the ability to differentiate
good outcomes from bad outcomes. To be able to do this, you need an
evaluation pipeline that you can rely upon. With an explosion of evaluation
methods and techniques, it can be confusing to pick the right combination
for your evaluation pipeline. This section focuses on evaluating open-ended
tasks. Evaluating close-ended tasks is easier, and its pipeline can be inferred
from this process.
Step 1. Evaluate All Components in a System
Real-world AI applications are complex. Each application might consist of
many components, and a task might be completed after many turns.
Evaluation can happen at different levels: per task, per turn, and per
intermediate output.
You should evaluate the end-to-end output and each component’s
intermediate output independently. Consider an application that extracts a
person’s current employer from their resume PDF, which works in two
steps:
1. Extract all the text from the PDF.
2. Extract the current employer from the extracted text.",9aef9e79
best practices for AI evaluation pipelines,"It discusses the necessity of evaluating each component of a complex AI application, detailing steps like assessing end-to-end outputs and intermediate outputs to refine the evaluation process.",intermediate,"Design Your Evaluation Pipeline
The success of an AI application often hinges on the ability to differentiate
good outcomes from bad outcomes. To be able to do this, you need an
evaluation pipeline that you can rely upon. With an explosion of evaluation
methods and techniques, it can be confusing to pick the right combination
for your evaluation pipeline. This section focuses on evaluating open-ended
tasks. Evaluating close-ended tasks is easier, and its pipeline can be inferred
from this process.
Step 1. Evaluate All Components in a System
Real-world AI applications are complex. Each application might consist of
many components, and a task might be completed after many turns.
Evaluation can happen at different levels: per task, per turn, and per
intermediate output.
You should evaluate the end-to-end output and each component’s
intermediate output independently. Consider an application that extracts a
person’s current employer from their resume PDF, which works in two
steps:
1. Extract all the text from the PDF.
2. Extract the current employer from the extracted text.",3d67fd01
how to evaluate an AI model's output accuracy,"The chapter emphasizes evaluating individual components of the model independently to determine where failures occur, using metrics like accuracy for extracted text against ground truth.",beginner,"If the model fails to extract the right current employer, it can be because of
either step. If you don’t evaluate each component independently, you don’t
know exactly where your system fails. The first PDF-to-text step can be
evaluated using similarity between the extracted text and the ground truth
text. The second step can be evaluated using accuracy: given the correctly
extracted text, how often does the application correctly extract the current
employer?
If applicable, evaluate your application both per turn and per task. A turn
can consist of multiple steps and messages. If a system takes multiple steps
to generate an output, it’s still considered a turn.
Generative AI applications, especially chatbot-like applications, allow back-
and-forth between the user and the application, as in a conversation, to
accomplish a task. Imagine you want to use an AI model to debug why your
Python code is failing. The model responds by asking for more information
about your hardware or the Python version you’re using. Only after you’ve
provided this information can the model help you debug.
Turn-based evaluation evaluates the quality of each output. Task-based
evaluation evaluates whether a system completes a task. Did the application
help you fix the bug? How many turns did it take to complete the task? It
makes a big difference if a system is able to solve a problem in two turns or
in twenty turns.",d7c937d6
what is turn-based vs task-based evaluation in AI,"Turn-based evaluation assesses the quality of outputs during interactions, while task-based evaluation examines whether the system completes its intended task efficiently during these turns.",intermediate,"If the model fails to extract the right current employer, it can be because of
either step. If you don’t evaluate each component independently, you don’t
know exactly where your system fails. The first PDF-to-text step can be
evaluated using similarity between the extracted text and the ground truth
text. The second step can be evaluated using accuracy: given the correctly
extracted text, how often does the application correctly extract the current
employer?
If applicable, evaluate your application both per turn and per task. A turn
can consist of multiple steps and messages. If a system takes multiple steps
to generate an output, it’s still considered a turn.
Generative AI applications, especially chatbot-like applications, allow back-
and-forth between the user and the application, as in a conversation, to
accomplish a task. Imagine you want to use an AI model to debug why your
Python code is failing. The model responds by asking for more information
about your hardware or the Python version you’re using. Only after you’ve
provided this information can the model help you debug.
Turn-based evaluation evaluates the quality of each output. Task-based
evaluation evaluates whether a system completes a task. Did the application
help you fix the bug? How many turns did it take to complete the task? It
makes a big difference if a system is able to solve a problem in two turns or
in twenty turns.",2cf297d5
best practices for evaluating generative AI applications,"The chapter highlights the need for both per-turn and per-task evaluations, showing the impact of turns taken on problem resolution effectiveness in generative AI applications.",expert,"If the model fails to extract the right current employer, it can be because of
either step. If you don’t evaluate each component independently, you don’t
know exactly where your system fails. The first PDF-to-text step can be
evaluated using similarity between the extracted text and the ground truth
text. The second step can be evaluated using accuracy: given the correctly
extracted text, how often does the application correctly extract the current
employer?
If applicable, evaluate your application both per turn and per task. A turn
can consist of multiple steps and messages. If a system takes multiple steps
to generate an output, it’s still considered a turn.
Generative AI applications, especially chatbot-like applications, allow back-
and-forth between the user and the application, as in a conversation, to
accomplish a task. Imagine you want to use an AI model to debug why your
Python code is failing. The model responds by asking for more information
about your hardware or the Python version you’re using. Only after you’ve
provided this information can the model help you debug.
Turn-based evaluation evaluates the quality of each output. Task-based
evaluation evaluates whether a system completes a task. Did the application
help you fix the bug? How many turns did it take to complete the task? It
makes a big difference if a system is able to solve a problem in two turns or
in twenty turns.",66f41a27
what is task-based evaluation in AI,"Task-based evaluation is a method that assesses how well an AI model helps users accomplish specific tasks, highlighting the importance of understanding task boundaries during evaluation.",beginner,"Given that what users really care about is whether a model can help them
accomplish their tasks, task-based evaluation is more important. However, a
challenge of task-based evaluation is it can be hard to determine the
boundaries between tasks. Imagine a conversation you have with ChatGPT.
You might ask multiple questions at the same time. When you send a new
query, is this a follow-up to an existing task or a new task?
One example of task-based evaluation is the twenty_questions
benchmark, inspired by the classic game Twenty Questions, in the BIG-
bench benchmark suite. One instance of the model (Alice) chooses a
concept, such as apple, car, or computer. Another instance of the model
(Bob) asks Alice a series of questions to try to identify this concept. Alice
can only answer yes or no. The score is based on whether Bob successfully
guesses the concept, and how many questions it takes for Bob to guess it.
Here’s an example of a plausible conversation in this task, taken from the
BIG-bench’s GitHub repository:",4d99a5f9
twenty_questions benchmark explained,"The twenty_questions benchmark is a task-based evaluation where one model selects a concept, and another model attempts to guess it through yes or no questions, measuring performance based on accuracy and efficiency.",intermediate,"Given that what users really care about is whether a model can help them
accomplish their tasks, task-based evaluation is more important. However, a
challenge of task-based evaluation is it can be hard to determine the
boundaries between tasks. Imagine a conversation you have with ChatGPT.
You might ask multiple questions at the same time. When you send a new
query, is this a follow-up to an existing task or a new task?
One example of task-based evaluation is the twenty_questions
benchmark, inspired by the classic game Twenty Questions, in the BIG-
bench benchmark suite. One instance of the model (Alice) chooses a
concept, such as apple, car, or computer. Another instance of the model
(Bob) asks Alice a series of questions to try to identify this concept. Alice
can only answer yes or no. The score is based on whether Bob successfully
guesses the concept, and how many questions it takes for Bob to guess it.
Here’s an example of a plausible conversation in this task, taken from the
BIG-bench’s GitHub repository:",5da7e5ee
how to create evaluation guidelines for AI systems,The text emphasizes that establishing clear evaluation guidelines is crucial to avoid ambiguous scoring and ensures that misleading responses can be identified effectively.,beginner,"Bob: Is the concept an animal?
Alice: No.
Bob: Is the concept a plant?
Alice: Yes.
Bob: Does it grow in the ocean?
Alice: No.
Bob: Does it grow in a tree?
Alice: Yes.
Bob: Is it an apple?
[Bob’s guess is correct, and the task is
completed.]
Step 2. Create an Evaluation Guideline
Creating a clear evaluation guideline is the most important step of the
evaluation pipeline. An ambiguous guideline leads to ambiguous scores that
can be misleading. If you don’t know what bad responses look like, you
won’t be able to catch them.",9f8f293c
what are evaluation guidelines for AI systems,"Evaluation guidelines are critical for defining acceptable and unacceptable responses in AI applications, helping to ensure that the system behaves as intended and meets user expectations.",beginner,"When creating the evaluation guideline, it’s important to define not only
what the application should do, but also what it shouldn’t do. For example,
if you build a customer support chatbot, should this chatbot answer
questions unrelated to your product, such as about an upcoming election? If
not, you need to define what inputs are out of the scope of your application,
how to detect them, and how your application should respond to them.
Define evaluation criteria
Often, the hardest part of evaluation isn’t determining whether an output is
good, but rather what good means. In retrospect of one year of deploying
generative AI applications, LinkedIn shared that the first hurdle was in
creating an evaluation guideline. A correct response is not always a good
response. For example, for their AI-powered Job Assessment application,
the response “You are a terrible fit” might be correct but not helpful, thus
making it a bad response. A good response should explain the gap between
this job’s requirements and the candidate’s background, and what the
candidate can do to close this gap.
Before building your application, think about what makes a good response.
LangChain’s State of AI 2023 found that, on average, their users used 2.3
different types of feedback (criteria) to evaluate an application. For
example, for a customer support application, a good response might be
defined using three criteria:",e20ce864
how to define what an AI app shouldnt do,"To define what an AI application shouldn’t do, you must specify the out-of-scope inputs and how to detect such situations, guiding the application’s response appropriately.",intermediate,"When creating the evaluation guideline, it’s important to define not only
what the application should do, but also what it shouldn’t do. For example,
if you build a customer support chatbot, should this chatbot answer
questions unrelated to your product, such as about an upcoming election? If
not, you need to define what inputs are out of the scope of your application,
how to detect them, and how your application should respond to them.
Define evaluation criteria
Often, the hardest part of evaluation isn’t determining whether an output is
good, but rather what good means. In retrospect of one year of deploying
generative AI applications, LinkedIn shared that the first hurdle was in
creating an evaluation guideline. A correct response is not always a good
response. For example, for their AI-powered Job Assessment application,
the response “You are a terrible fit” might be correct but not helpful, thus
making it a bad response. A good response should explain the gap between
this job’s requirements and the candidate’s background, and what the
candidate can do to close this gap.
Before building your application, think about what makes a good response.
LangChain’s State of AI 2023 found that, on average, their users used 2.3
different types of feedback (criteria) to evaluate an application. For
example, for a customer support application, a good response might be
defined using three criteria:",0f1978dd
best practices for evaluating generative AI responses,"Best practices involve clearly stating what constitutes a good response, considering multiple criteria for evaluation, and recognizing that a correct response may not always be a good one in practical applications.",expert,"When creating the evaluation guideline, it’s important to define not only
what the application should do, but also what it shouldn’t do. For example,
if you build a customer support chatbot, should this chatbot answer
questions unrelated to your product, such as about an upcoming election? If
not, you need to define what inputs are out of the scope of your application,
how to detect them, and how your application should respond to them.
Define evaluation criteria
Often, the hardest part of evaluation isn’t determining whether an output is
good, but rather what good means. In retrospect of one year of deploying
generative AI applications, LinkedIn shared that the first hurdle was in
creating an evaluation guideline. A correct response is not always a good
response. For example, for their AI-powered Job Assessment application,
the response “You are a terrible fit” might be correct but not helpful, thus
making it a bad response. A good response should explain the gap between
this job’s requirements and the candidate’s background, and what the
candidate can do to close this gap.
Before building your application, think about what makes a good response.
LangChain’s State of AI 2023 found that, on average, their users used 2.3
different types of feedback (criteria) to evaluate an application. For
example, for a customer support application, a good response might be
defined using three criteria:",571b56b8
how to evaluate ai responses effectively,"The chapter outlines criteria for evaluating AI responses such as relevance, factual consistency, and safety, along with guidelines for creating effective scoring rubrics.",beginner,"1. Relevance: the response is relevant to the user’s query.
2. Factual consistency: the response is factually consistent with the context.
3. Safety: the response isn’t toxic.
To come up with these criteria, you might need to play around with test
queries, ideally real user queries. For each of these test queries, generate
multiple responses, either manually or using AI models, and determine if
they are good or bad.
Create scoring rubrics with examples
For each criterion, choose a scoring system: would it be binary (0 and 1),
from 1 to 5, between 0 and 1, or something else? For example, to evaluate
whether an answer is consistent with a given context, some teams use a
binary scoring system: 0 for factual inconsistency and 1 for factual
consistency. Some teams use three values: -1 for contradiction, 1 for
entailment, and 0 for neutral. Which scoring system to use depends on your
data and your needs.
On this scoring system, create a rubric with examples. What does a
response with a score of 1 look like and why does it deserve a 1? Validate
your rubric with humans: yourself, coworkers, friends, etc. If humans find it
hard to follow the rubric, you need to refine it to make it unambiguous. This
process can require a lot of back and forth, but it’s necessary. A clear
guideline is the backbone of a reliable evaluation pipeline. This guideline",633c57f6
best practices for scoring ai response quality,It offers advice on implementing scoring systems like binary or multi-value scales and stresses the importance of creating clear rubrics with examples for evaluating responses.,intermediate,"1. Relevance: the response is relevant to the user’s query.
2. Factual consistency: the response is factually consistent with the context.
3. Safety: the response isn’t toxic.
To come up with these criteria, you might need to play around with test
queries, ideally real user queries. For each of these test queries, generate
multiple responses, either manually or using AI models, and determine if
they are good or bad.
Create scoring rubrics with examples
For each criterion, choose a scoring system: would it be binary (0 and 1),
from 1 to 5, between 0 and 1, or something else? For example, to evaluate
whether an answer is consistent with a given context, some teams use a
binary scoring system: 0 for factual inconsistency and 1 for factual
consistency. Some teams use three values: -1 for contradiction, 1 for
entailment, and 0 for neutral. Which scoring system to use depends on your
data and your needs.
On this scoring system, create a rubric with examples. What does a
response with a score of 1 look like and why does it deserve a 1? Validate
your rubric with humans: yourself, coworkers, friends, etc. If humans find it
hard to follow the rubric, you need to refine it to make it unambiguous. This
process can require a lot of back and forth, but it’s necessary. A clear
guideline is the backbone of a reliable evaluation pipeline. This guideline",6172124d
advanced methods for validating ai evaluation rubrics,"The text recommends validating scoring rubrics through human feedback to refine them, ensuring they are clear and effective for evaluating AI responses.",expert,"1. Relevance: the response is relevant to the user’s query.
2. Factual consistency: the response is factually consistent with the context.
3. Safety: the response isn’t toxic.
To come up with these criteria, you might need to play around with test
queries, ideally real user queries. For each of these test queries, generate
multiple responses, either manually or using AI models, and determine if
they are good or bad.
Create scoring rubrics with examples
For each criterion, choose a scoring system: would it be binary (0 and 1),
from 1 to 5, between 0 and 1, or something else? For example, to evaluate
whether an answer is consistent with a given context, some teams use a
binary scoring system: 0 for factual inconsistency and 1 for factual
consistency. Some teams use three values: -1 for contradiction, 1 for
entailment, and 0 for neutral. Which scoring system to use depends on your
data and your needs.
On this scoring system, create a rubric with examples. What does a
response with a score of 1 look like and why does it deserve a 1? Validate
your rubric with humans: yourself, coworkers, friends, etc. If humans find it
hard to follow the rubric, you need to refine it to make it unambiguous. This
process can require a lot of back and forth, but it’s necessary. A clear
guideline is the backbone of a reliable evaluation pipeline. This guideline",94efc773
how to tie AI evaluation metrics to business goals,"The chapter explains the need to align evaluation metrics, such as factual consistency, with business objectives to understand their impact on automating support tasks, guiding investment and improvement decisions.",beginner,"can also be reused later for training data annotation, as discussed in
Chapter 8.
Tie evaluation metrics to business metrics
Within a business, an application must serve a business goal. The
application’s metrics must be considered in the context of the business
problem it’s built to solve.
For example, if your customer support chatbot’s factual consistency is 80%,
what does it mean for the business? For example, this level of factual
consistency might make the chatbot unusable for questions about billing but
good enough for queries about product recommendations or general
customer feedback. Ideally, you want to map evaluation metrics to business
metrics, to something that looks like this:
Factual consistency of 80%: we can automate 30% of customer support
requests.
Factual consistency of 90%: we can automate 50%.
Factual consistency of 98%: we can automate 90%.
Understanding the impact of evaluation metrics on business metrics is
helpful for planning. If you know how much gain you can get from
improving a certain metric, you might have more confidence to invest
resources into improving that metric.",fdbafaa6
importance of factual consistency in customer support chatbots,"It discusses how varying levels of factual consistency directly correlate to the automation potential of customer support tasks, showing why evaluation metrics are crucial for business success.",intermediate,"can also be reused later for training data annotation, as discussed in
Chapter 8.
Tie evaluation metrics to business metrics
Within a business, an application must serve a business goal. The
application’s metrics must be considered in the context of the business
problem it’s built to solve.
For example, if your customer support chatbot’s factual consistency is 80%,
what does it mean for the business? For example, this level of factual
consistency might make the chatbot unusable for questions about billing but
good enough for queries about product recommendations or general
customer feedback. Ideally, you want to map evaluation metrics to business
metrics, to something that looks like this:
Factual consistency of 80%: we can automate 30% of customer support
requests.
Factual consistency of 90%: we can automate 50%.
Factual consistency of 98%: we can automate 90%.
Understanding the impact of evaluation metrics on business metrics is
helpful for planning. If you know how much gain you can get from
improving a certain metric, you might have more confidence to invest
resources into improving that metric.",639db868
how to set metrics for chatbot evaluation,"The chapter suggests determining a usefulness threshold for evaluation metrics, like a factual consistency score, to assess a chatbot's effectiveness before engaging users.",beginner,"It’s also helpful to determine the usefulness threshold: what scores must an
application achieve for it to be useful? For example, you might determine
that your chatbot’s factual consistency score must be at least 50% for it to
be useful. Anything below this makes it unusable even for general customer
requests.
Before developing AI evaluation metrics, it’s crucial to first understand the
business metrics you’re targeting. Many applications focus on stickiness
metrics, such as daily, weekly, or monthly active users (DAU, WAU,
MAU). Others prioritize engagement metrics, like the number of
conversations a user initiates per month or the duration of each visit—the
longer a user stays on the app, the less likely they are to leave. Choosing
which metrics to prioritize can feel like balancing profits with social
responsibility. While an emphasis on stickiness and engagement metrics can
lead to higher revenues, it may also cause a product to prioritize addictive
features or extreme content, which can be detrimental to users.
Step 3. Define Evaluation Methods and Data
Now that you’ve developed your criteria and scoring rubrics, let’s define
what methods and data you want to use to evaluate your application.",f196fff2
understanding stickiness and engagement metrics,"It describes the importance of prioritizing different business metrics, such as stickiness (DAU, WAU, MAU) and engagement, to improve an app's performance without compromising user experience.",intermediate,"It’s also helpful to determine the usefulness threshold: what scores must an
application achieve for it to be useful? For example, you might determine
that your chatbot’s factual consistency score must be at least 50% for it to
be useful. Anything below this makes it unusable even for general customer
requests.
Before developing AI evaluation metrics, it’s crucial to first understand the
business metrics you’re targeting. Many applications focus on stickiness
metrics, such as daily, weekly, or monthly active users (DAU, WAU,
MAU). Others prioritize engagement metrics, like the number of
conversations a user initiates per month or the duration of each visit—the
longer a user stays on the app, the less likely they are to leave. Choosing
which metrics to prioritize can feel like balancing profits with social
responsibility. While an emphasis on stickiness and engagement metrics can
lead to higher revenues, it may also cause a product to prioritize addictive
features or extreme content, which can be detrimental to users.
Step 3. Define Evaluation Methods and Data
Now that you’ve developed your criteria and scoring rubrics, let’s define
what methods and data you want to use to evaluate your application.",6017a983
best methods to evaluate AI applications,"The text outlines the necessity of defining evaluation methods and the types of data needed, following the establishment of criteria and scoring rubrics for AI applications.",expert,"It’s also helpful to determine the usefulness threshold: what scores must an
application achieve for it to be useful? For example, you might determine
that your chatbot’s factual consistency score must be at least 50% for it to
be useful. Anything below this makes it unusable even for general customer
requests.
Before developing AI evaluation metrics, it’s crucial to first understand the
business metrics you’re targeting. Many applications focus on stickiness
metrics, such as daily, weekly, or monthly active users (DAU, WAU,
MAU). Others prioritize engagement metrics, like the number of
conversations a user initiates per month or the duration of each visit—the
longer a user stays on the app, the less likely they are to leave. Choosing
which metrics to prioritize can feel like balancing profits with social
responsibility. While an emphasis on stickiness and engagement metrics can
lead to higher revenues, it may also cause a product to prioritize addictive
features or extreme content, which can be detrimental to users.
Step 3. Define Evaluation Methods and Data
Now that you’ve developed your criteria and scoring rubrics, let’s define
what methods and data you want to use to evaluate your application.",fa3a01b7
best evaluation methods for AI models,"The chapter outlines that different evaluation methods should be selected based on specific criteria, such as utilizing specialized classifiers for toxicity detection and AI judges for factual consistency.",beginner,"Select evaluation methods
Different criteria might require different evaluation methods. For example,
you use a small, specialized toxicity classifier for toxicity detection,
semantic similarity to measure relevance between the response and the
user’s original question, and an AI judge to measure the factual consistency
between the response and the whole context. An unambiguous scoring
rubric and examples will be critical for specialized scorers and AI judges to
succeed.
It’s possible to mix and match evaluation methods for the same criteria. For
example, you might have a cheap classifier that gives low-quality signals on
100% of your data, and an expensive AI judge to give high-quality signals
on 1% of the data. This gives you a certain level of confidence in your
application while keeping costs manageable.
When logprobs are available, use them. Logprobs can be used to measure
how confident a model is about a generated token. This is especially useful
for classification. For example, if you ask a model to output one of the three
classes and the model’s logprobs for these three classes are all between 30
and 40%, this means the model isn’t confident about this prediction.
However, if the model’s probability for one class is 95%, this means that
the model is highly confident about this prediction. Logprobs can also be
used to evaluate a model’s perplexity for a generated text, which can be
used for measurements such as fluency and factual consistency.",52f88334
how to use logprobs in model evaluation,"Logprobs are highlighted as a valuable tool for measuring model confidence in predictions and assessing text fluency, thus aiding in the evaluation process.",intermediate,"Select evaluation methods
Different criteria might require different evaluation methods. For example,
you use a small, specialized toxicity classifier for toxicity detection,
semantic similarity to measure relevance between the response and the
user’s original question, and an AI judge to measure the factual consistency
between the response and the whole context. An unambiguous scoring
rubric and examples will be critical for specialized scorers and AI judges to
succeed.
It’s possible to mix and match evaluation methods for the same criteria. For
example, you might have a cheap classifier that gives low-quality signals on
100% of your data, and an expensive AI judge to give high-quality signals
on 1% of the data. This gives you a certain level of confidence in your
application while keeping costs manageable.
When logprobs are available, use them. Logprobs can be used to measure
how confident a model is about a generated token. This is especially useful
for classification. For example, if you ask a model to output one of the three
classes and the model’s logprobs for these three classes are all between 30
and 40%, this means the model isn’t confident about this prediction.
However, if the model’s probability for one class is 95%, this means that
the model is highly confident about this prediction. Logprobs can also be
used to evaluate a model’s perplexity for a generated text, which can be
used for measurements such as fluency and factual consistency.",273818e8
combining evaluation methods effectively,"It is discussed how mixing evaluation methods, like employing low-cost classifiers with high-quality AI judges, can enhance reliability while managing costs in evaluating AI responses.",expert,"Select evaluation methods
Different criteria might require different evaluation methods. For example,
you use a small, specialized toxicity classifier for toxicity detection,
semantic similarity to measure relevance between the response and the
user’s original question, and an AI judge to measure the factual consistency
between the response and the whole context. An unambiguous scoring
rubric and examples will be critical for specialized scorers and AI judges to
succeed.
It’s possible to mix and match evaluation methods for the same criteria. For
example, you might have a cheap classifier that gives low-quality signals on
100% of your data, and an expensive AI judge to give high-quality signals
on 1% of the data. This gives you a certain level of confidence in your
application while keeping costs manageable.
When logprobs are available, use them. Logprobs can be used to measure
how confident a model is about a generated token. This is especially useful
for classification. For example, if you ask a model to output one of the three
classes and the model’s logprobs for these three classes are all between 30
and 40%, this means the model isn’t confident about this prediction.
However, if the model’s probability for one class is 95%, this means that
the model is highly confident about this prediction. Logprobs can also be
used to evaluate a model’s perplexity for a generated text, which can be
used for measurements such as fluency and factual consistency.",c8a3cb73
how to evaluate AI models automatically,"The chapter emphasizes using automatic metrics for evaluating AI models while also incorporating human evaluation to ensure quality, especially in production settings.",beginner,"Use automatic metrics as much as possible, but don’t be afraid to fall back
on human evaluation, even in production. Having human experts manually
evaluate a model’s quality is a long-standing practice in AI. Given the
challenges of evaluating open-ended responses, many teams are looking at
human evaluation as the North Star metric to guide their application
development. Each day, you can use human experts to evaluate a subset of
your application’s outputs that day to detect any changes in the application’s
performance or unusual patterns in usage. For example, LinkedIn developed
a process to manually evaluate up to 500 daily conservations with their AI
systems.
Consider evaluation methods to be used not just during experimentation but
also during production. During experimentation, you might have reference
data to compare your application’s outputs to, whereas, in production,
reference data might not be immediately available. However, in production,
you have actual users. Think about what kinds of feedback you want from
users, how user feedback correlates to other evaluation metrics, and how to
use user feedback to improve your application. How to collect user
feedback is discussed in Chapter 10.
Annotate evaluation data
Curate a set of annotated examples to evaluate your application. You need
annotated data to evaluate each of your system’s components and each
criterion, for both turn-based and task-based evaluation. Use actual",6b55444e
importance of human evaluation in AI,"Human evaluation is highlighted as a crucial aspect of assessing AI system performance, particularly for open-ended responses, serving as the 'North Star' metric for application development.",intermediate,"Use automatic metrics as much as possible, but don’t be afraid to fall back
on human evaluation, even in production. Having human experts manually
evaluate a model’s quality is a long-standing practice in AI. Given the
challenges of evaluating open-ended responses, many teams are looking at
human evaluation as the North Star metric to guide their application
development. Each day, you can use human experts to evaluate a subset of
your application’s outputs that day to detect any changes in the application’s
performance or unusual patterns in usage. For example, LinkedIn developed
a process to manually evaluate up to 500 daily conservations with their AI
systems.
Consider evaluation methods to be used not just during experimentation but
also during production. During experimentation, you might have reference
data to compare your application’s outputs to, whereas, in production,
reference data might not be immediately available. However, in production,
you have actual users. Think about what kinds of feedback you want from
users, how user feedback correlates to other evaluation metrics, and how to
use user feedback to improve your application. How to collect user
feedback is discussed in Chapter 10.
Annotate evaluation data
Curate a set of annotated examples to evaluate your application. You need
annotated data to evaluate each of your system’s components and each
criterion, for both turn-based and task-based evaluation. Use actual",6880694f
best practices for collecting user feedback on AI performance,"The text suggests considering user feedback as an essential evaluation method, correlating it with other metrics, and utilizing it actively during production for continuous improvement.",expert,"Use automatic metrics as much as possible, but don’t be afraid to fall back
on human evaluation, even in production. Having human experts manually
evaluate a model’s quality is a long-standing practice in AI. Given the
challenges of evaluating open-ended responses, many teams are looking at
human evaluation as the North Star metric to guide their application
development. Each day, you can use human experts to evaluate a subset of
your application’s outputs that day to detect any changes in the application’s
performance or unusual patterns in usage. For example, LinkedIn developed
a process to manually evaluate up to 500 daily conservations with their AI
systems.
Consider evaluation methods to be used not just during experimentation but
also during production. During experimentation, you might have reference
data to compare your application’s outputs to, whereas, in production,
reference data might not be immediately available. However, in production,
you have actual users. Think about what kinds of feedback you want from
users, how user feedback correlates to other evaluation metrics, and how to
use user feedback to improve your application. How to collect user
feedback is discussed in Chapter 10.
Annotate evaluation data
Curate a set of annotated examples to evaluate your application. You need
annotated data to evaluate each of your system’s components and each
criterion, for both turn-based and task-based evaluation. Use actual",d1eb205d
how to label data for ai evaluation,"The chapter suggests using natural labels if available, or involving humans or AI for labeling, and emphasizes the importance of a clear scoring rubric to facilitate data evaluation.",beginner,"production data if possible. If your application has natural labels that you
can use, that’s great. If not, you can use either humans or AI to label your
data. Chapter 8 discusses AI-generated data. The success of this phase also
depends on the clarity of the scoring rubric. The annotation guideline
created for evaluation can be reused to create instruction data for finetuning
later, if you choose to finetune.
Slice your data to gain a finer-grained understanding of your system.
Slicing means separating your data into subsets and looking at your
system’s performance on each subset separately. I wrote at length about
slice-based evaluation in Designing Machine Learning Systems (O’Reilly),
so here, I’ll just go over the key points. A finer-grained understanding of
your system can serve many purposes:
Avoid potential biases, such as biases against minority user groups.
Debug: if your application performs particularly poorly on a subset of
data, could that be because of some attributes of this subset, such as its
length, topic, or format?
Find areas for application improvement: if your application is bad on
long inputs, perhaps you can try a different processing technique or use
new models that perform better on long inputs.
Avoid falling for Simpson’s paradox, a phenomenon in which model A
performs better than model B on aggregated data but worse than model
B on every subset of data. Table 4-6 shows a scenario where model A",7a205e89
what is slice-based evaluation in ai,"Slice-based evaluation refers to separating data into subsets to analyze system performance in detail, which helps identify biases, debug issues, and find areas for improvement.",intermediate,"production data if possible. If your application has natural labels that you
can use, that’s great. If not, you can use either humans or AI to label your
data. Chapter 8 discusses AI-generated data. The success of this phase also
depends on the clarity of the scoring rubric. The annotation guideline
created for evaluation can be reused to create instruction data for finetuning
later, if you choose to finetune.
Slice your data to gain a finer-grained understanding of your system.
Slicing means separating your data into subsets and looking at your
system’s performance on each subset separately. I wrote at length about
slice-based evaluation in Designing Machine Learning Systems (O’Reilly),
so here, I’ll just go over the key points. A finer-grained understanding of
your system can serve many purposes:
Avoid potential biases, such as biases against minority user groups.
Debug: if your application performs particularly poorly on a subset of
data, could that be because of some attributes of this subset, such as its
length, topic, or format?
Find areas for application improvement: if your application is bad on
long inputs, perhaps you can try a different processing technique or use
new models that perform better on long inputs.
Avoid falling for Simpson’s paradox, a phenomenon in which model A
performs better than model B on aggregated data but worse than model
B on every subset of data. Table 4-6 shows a scenario where model A",b7e7de1c
avoiding Simpson’s paradox in model evaluation,"To avoid Simpson’s paradox, you should analyze model performance across individual data subsets rather than relying solely on aggregated results, ensuring a clearer understanding of each model’s strengths and weaknesses.",expert,"production data if possible. If your application has natural labels that you
can use, that’s great. If not, you can use either humans or AI to label your
data. Chapter 8 discusses AI-generated data. The success of this phase also
depends on the clarity of the scoring rubric. The annotation guideline
created for evaluation can be reused to create instruction data for finetuning
later, if you choose to finetune.
Slice your data to gain a finer-grained understanding of your system.
Slicing means separating your data into subsets and looking at your
system’s performance on each subset separately. I wrote at length about
slice-based evaluation in Designing Machine Learning Systems (O’Reilly),
so here, I’ll just go over the key points. A finer-grained understanding of
your system can serve many purposes:
Avoid potential biases, such as biases against minority user groups.
Debug: if your application performs particularly poorly on a subset of
data, could that be because of some attributes of this subset, such as its
length, topic, or format?
Find areas for application improvement: if your application is bad on
long inputs, perhaps you can try a different processing technique or use
new models that perform better on long inputs.
Avoid falling for Simpson’s paradox, a phenomenon in which model A
performs better than model B on aggregated data but worse than model
B on every subset of data. Table 4-6 shows a scenario where model A",b8477a1f
